timestamp,cpu_usage,memory_usage,num_servers,num_apps,disk_read_iops,disk_write_iops,network_in,network_out,latency,error_rate,uptime,temperature,power_usage,fan_speed
2023-01-01 00:00:00,39.963209507789,5887.131998138216,15,5,832.573242555417,367.5140269377555,254.13759862824438,114.29202963651986,17.116307931416706,2.3309079556377847,99.74229223148694,29.104574777183146,166.73943128223107,4122.72829875145
2023-01-01 01:00:00,86.05714451279329,4752.674564408842,12,33,653.6974944079097,369.9272003562862,489.2362990130996,230.13769170068858,59.9260705785606,0.9496806822878046,99.16781459564604,55.868480804090844,469.49255835071045,2560.9541983359804
2023-01-01 02:00:00,68.5595153449124,3166.6933140042943,16,49,375.6282587079505,768.873878858443,749.969962530727,524.0323250724031,15.89675482959375,3.508691369386286,99.12036357620998,59.884352294650775,428.58850111047633,3314.2557291174176
2023-01-01 03:00:00,57.89267873576293,6696.565137948641,19,14,661.5062526624746,143.3285523805181,479.07173011396713,611.675156264696,96.83956176362261,2.78232318674411,99.06760474947238,45.1600808251573,241.62582494203764,4645.367264865636
2023-01-01 04:00:00,22.48149123539492,5793.118207877155,8,12,574.3373175204865,912.6054956727885,67.266004952689,252.89879102454896,45.22473819859351,1.793107909767957,99.72402918877292,62.0658552418562,362.3283069309571,3216.3971215833044
2023-01-01 05:00:00,22.479561626896214,2138.318575414239,17,42,483.4750455013343,867.0374869520633,958.2119029783219,67.15483763286603,50.650278074666474,4.556695950393154,99.92880796068789,44.64389260946072,314.91026946721524,1697.9939455918206
2023-01-01 06:00:00,14.646688973455957,7376.4902914568975,5,20,217.63933906617953,701.0242149037658,943.2970759031712,397.12254043612467,25.41920296473524,0.10467058913366634,99.43053582091304,50.278237278646095,370.8497053930256,2514.813422324637
2023-01-01 07:00:00,79.29409166199481,6757.760700462183,16,24,897.94379371642,633.8994130966458,787.3376477169243,241.8613372170708,47.62506499103861,1.5788657562474802,99.11914067199605,20.44118267326562,373.06846098510374,4372.579460118981
2023-01-01 08:00:00,58.0892009394567,7648.599393043468,6,43,504.80618393919025,903.072248325687,991.4146225485783,227.35838399750392,66.52944963106414,0.2844069888882328,99.5123928207321,61.50320684808133,351.4936060239972,3576.8520639584717
2023-01-01 09:00:00,66.64580622368364,6080.03655871852,8,34,275.16026063868856,266.797161575843,549.0375094722602,960.2641746863208,75.36653655845024,3.8326365811081358,99.34883190745863,59.68056073668347,206.44054741492343,3602.8975373352014
2023-01-01 10:00:00,11.646759543664196,5293.906371550529,18,25,430.98341578956064,171.07224597174576,963.140666750674,620.1374810664669,75.63294018828138,3.510537270568963,99.37482492435,22.304052639580675,115.60256830512725,4467.285942753957
2023-01-01 11:00:00,87.59278817295954,3927.701254034332,12,29,472.71677727603435,315.5591529185843,84.84899021058327,561.309658740375,58.211220156714745,1.656761093681585,99.6213306241557,42.09500644370799,282.22671279604356,4575.892229850018
2023-01-01 12:00:00,76.59541126403374,7529.099383478093,15,39,844.7841060101869,815.1204508301712,372.0239407787576,421.6173524880887,90.53161772439186,3.378314511035365,99.7187181132622,78.74191044750005,456.3895538762815,4679.170287117746
2023-01-01 13:00:00,26.987128854262092,7062.447226502859,9,31,760.2529425052618,131.20324005383497,233.12745532669817,434.6548900958428,81.92337688330483,1.9796861309797493,99.11060359887315,45.244193754117006,327.7989034074304,1379.3967730126244
2023-01-01 14:00:00,24.54599737656805,1316.530690743326,13,47,792.3744042772058,624.5261515751407,203.87475329292732,545.4959537997,75.94776335516391,3.7812689571121716,99.03559023080648,50.1167243079105,432.95641668076314,3176.5040078524034
2023-01-01 15:00:00,24.672360788274705,1184.568821480764,15,43,109.92813798578248,995.893764572179,149.39491940374933,699.4655089657462,6.504946646365601,2.2709183136835303,99.99433030268571,74.5958094895831,496.64973718449124,3962.0380848732743
